database	native_type	general_type	ddl_string	test	stats_allowed	Comment	
oracle	nclob	text	col_nclob nclob	TRUE	TRUE	Single-byte or fixed-length multibyte national character set (NCHAR) data.	
oracle	number	decimal	col_number number	TRUE	TRUE	Variable-length numeric data. Maximum precision p and/or scale s is 38.	
oracle	nvarchar2	string	col_nvarchar2 nvarchar2(100)	TRUE	TRUE	Variable-length character data of length size characters or bytes, depending on national character set. A maximum size must be specified.	
oracle	raw	binary	col_raw raw(100)	TRUE	FALSE	Variable-length raw binary data.	
oracle	rowid	bigint	col_rowid rowid	FALSE	FALSE	Binary data representing row addresses.	
oracle	timestamp	timestamp	col_ timestamp timestamp	TRUE	TRUE		
oracle	timestampdty	timestamp	" "	FALSE	FALSE		
oracle	timestamptz	timestampz	" "	FALSE	FALSE		
oracle	timestamptz_dty	timestampz	" "	FALSE	FALSE		
oracle	varchar2	string	col_varchar2 varchar2(100)	TRUE	TRUE	Variable-length character data.	
oracle	longvarchar	string	" "	FALSE	FALSE		
postgres	bigint	bigint	col_bigint bigint	TRUE	TRUE	signed eight-byte integer	
postgres	bigserial	bigint	col_bigserial bigserial	TRUE	TRUE	autoincrementing eight-byte integer	
postgres	bit	bool	col_bit bit	FALSE	FALSE	fixed-length bit string	
postgres	bit varying	string	col_bit_varying bit varying	FALSE	FALSE	variable-length bit string	
postgres	bool	bool	col_bool bool	TRUE	FALSE	logical Boolean (true/false)	
postgres	boolean	bool	col_boolean boolean	TRUE	FALSE	logical Boolean (true/false)	
postgres	box	string	col_box box	FALSE	FALSE	rectangular box on a plane	
postgres	bytea	binary	col_bytea bytea	TRUE	FALSE	binary data (byte array)	
postgres	char	string	col_char char(17)	TRUE	TRUE	fixed-length character string	
postgres	bpchar	string	col_bpchar bpchar(17)	FALSE	TRUE		
postgres	character	string	col_character character(17)	TRUE	TRUE	fixed-length character string	
postgres	character varying	text	col_character_varying character varying	TRUE	TRUE	variable-length character string	
postgres	cidr	string	col_cidr cidr	FALSE	FALSE	IPv4 or IPv6 network address	
postgres	circle	string	col_circle circle	FALSE	FALSE	circle on a plane	
postgres	date	date	col_date date	TRUE	TRUE	calendar date (year, month, day)	
postgres	decimal	decimal	col_decimal decimal	TRUE	TRUE	exact numeric of selectable precision	
postgres	double precision	float	col_double_precision double precision	TRUE	TRUE	double precision floating-point number (8 bytes)	
postgres	float4	float	col_float4 float4	TRUE	TRUE	single precision floating-point number (4 bytes)	
postgres	float8	float	col_float8 float8	TRUE	TRUE	double precision floating-point number (8 bytes)	
postgres	inet	string	col_inet inet	FALSE	FALSE	IPv4 or IPv6 host address	
postgres	int	integer	col_int int	TRUE	TRUE	signed four-byte integer	
postgres	int2	smallint	col_int2 int2	TRUE	TRUE	signed two-byte integer	
postgres	int4	integer	col_int4 int4	TRUE	TRUE	signed four-byte integer	
postgres	int8	bigint	col_int8 int8	TRUE	TRUE	signed eight-byte integer	
postgres	integer	integer	col_integer integer	TRUE	TRUE	signed four-byte integer	
postgres	interval	string	col_interval interval	FALSE	FALSE	time span	
postgres	_uuid	text	col__uuid text	TRUE	TRUE	array of uuid	
postgres	json	json	col_json json	TRUE	TRUE	textual JSON data	
postgres	jsonb	json	col_jsonb jsonb	TRUE	TRUE	binary JSON data, decomposed	
postgres	line	string	col_line line	FALSE	FALSE	infinite line on a plane	
postgres	lseg	string	col_lseg lseg	FALSE	FALSE	line segment on a plane	
postgres	macaddr	string	col_macaddr macaddr	FALSE	FALSE	MAC (Media Access Control) address	
postgres	money	decimal	col_money money	TRUE	TRUE	currency amount	
postgres	name	string	col_name name	TRUE	TRUE		
postgres	numeric	decimal	col_numeric numeric	TRUE	TRUE	exact numeric of selectable precision	
postgres	path	string	col_path path	FALSE	FALSE	geometric path on a plane	
postgres	pg_lsn	bigint	col_pg_lsn pg_lsn	FALSE	FALSE	PostgreSQL Log Sequence Number	
postgres	point	string	col_point point	FALSE	FALSE	geometric point on a plane	
postgres	polygon	string	col_polygon polygon	FALSE	FALSE	closed geometric path on a plane	
postgres	real	float	col_real real	TRUE	TRUE	single precision floating-point number (4 bytes)	
postgres	serial	integer	col_serial serial	TRUE	TRUE	autoincrementing four-byte integer	
postgres	serial2	smallint	col_serial2 serial2	TRUE	TRUE	autoincrementing two-byte integer	
postgres	serial4	integer	col_serial4 serial4	TRUE	TRUE	autoincrementing four-byte integer	
postgres	serial8	integer	col_serial8 serial8	TRUE	TRUE	autoincrementing eight-byte integer	
postgres	smallint	smallint	col_smallint smallint	TRUE	TRUE	signed two-byte integer	
postgres	smallserial	smallint	col_smallserial smallserial	TRUE	TRUE	autoincrementing two-byte integer	
postgres	text	text	col_text text	TRUE	TRUE	variable-length character string	
postgres	time	time	col_time time	TRUE	TRUE	time of day (no time zone)	
postgres	time with time zone	timez	col_time_with_time_zone time with time zone	TRUE	TRUE	time of day, including time zone	
postgres	time without time zone	time	col_time_without_time_zone time without time zone	TRUE	TRUE	time of day (no time zone)	
postgres	timestamp	timestamp	col_timestamp timestamp	TRUE	TRUE	date and time (no time zone)	
postgres	timestamp without time zone	timestamp	col_timestamp_without_time_zone timestamp without time zone	TRUE	TRUE	date and time (no time zone)	
postgres	timestamp with time zone	timestampz	col_timestamp_with_time_zone timestamp with time zone	TRUE	TRUE	date and time, including time zone	
postgres	timestamptz	timestampz	col_timestamptz timestamptz	TRUE	TRUE	date and time, including time zone	
postgres	timetz	timez	col_timetz timetz	TRUE	TRUE	time of day, including time zone	
postgres	tsquery	string	col_tsquery tsquery	FALSE	FALSE	text search query	
postgres	tsvector	string	col_tsvector tsvector	FALSE	FALSE	text search document	
postgres	txid_snapshot	string	col_txid_snapshot txid_snapshot	FALSE	FALSE	user-level transaction ID snapshot	
postgres	uuid	uuid	col_uuid uuid	FALSE	FALSE	universally unique identifier	
postgres	varbit	string	col_varbit varbit	FALSE	FALSE	variable-length bit string	
postgres	varchar	text	col_varchar varchar	TRUE	TRUE	variable-length character string	
postgres	xml	string	col_xml xml	FALSE	FALSE	XML data	
postgres	information_schema.sql_identifier	string		FALSE	FALSE	Steampipe Data Type	
postgres	information_schema.character_data	string		FALSE	FALSE	Steampipe Data Type	
postgres	information_schema.yes_or_no	string		FALSE	FALSE	Steampipe Data Type	
postgres	information_schema.cardinal_number	integer		FALSE	FALSE	Steampipe Data Type	
postgres	information_schema.time_stamp	string		FALSE	FALSE	Steampipe Data Type	
postgres	"""char"""	string		FALSE	FALSE	Steampipe Data Type	
postgres	oid	string		FALSE	FALSE	Steampipe Data Type	
postgres	xid	string		FALSE	FALSE	Steampipe Data Type	
postgres	regproc	string		FALSE	FALSE	Steampipe Data Type	
postgres	pg_node_tree	string		FALSE	FALSE	Steampipe Data Type	
postgres	text[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	name[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	real[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	aclitem[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	anyarray	json		FALSE	FALSE	Steampipe Data Type	
postgres	oid[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	aclitem[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	"""char"""	string		FALSE	FALSE	Steampipe Data Type	
postgres	oidvector	string		FALSE	FALSE	Steampipe Data Type	
postgres	"""char""[]"	json		FALSE	FALSE	Steampipe Data Type	
postgres	pg_ndistinct	string		FALSE	FALSE	Steampipe Data Type	
postgres	pg_dependencies	string		FALSE	FALSE	Steampipe Data Type	
postgres	pg_mcv_list	string		FALSE	FALSE	Steampipe Data Type	
postgres	pg_statistic[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	int2vector	string		FALSE	FALSE	Steampipe Data Type	
postgres	regtype[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	smallint[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	boolean[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	double precision[]	json		FALSE	FALSE	Steampipe Data Type	
postgres	regtype	string					
postgres	void			FALSE	FALSE		
proton	ipv6	string	col_enum8 json	FALSE	FALSE		
proton	array	json	col_array array	FALSE	FALSE		
proton	uuid	string	col_uuid array	FALSE	FALSE		
proton	date	date	col_date date	TRUE	TRUE		
proton	datetime	datetime	col_datetime datetime	TRUE	TRUE		
proton	datetime64	datetime	col_datetime64 datetime64	TRUE	TRUE		
proton	decimal	decimal	col_decimal decimal	TRUE	TRUE		
proton	enum	string	col_enum enum	FALSE	FALSE		
proton	fixedstring	text	col_fixedstring fixedstring	TRUE	TRUE		
proton	float32	float	col_float32 float32	TRUE	TRUE		
proton	float64	float	col_float64 float64	TRUE	TRUE		
proton	int16	smallint	col_int16 int16	TRUE	TRUE		
proton	int32	bigint	col_int32 int32	TRUE	TRUE		
proton	int64	bigint	col_int64 int64	TRUE	TRUE		
proton	int8	integer	col_int8 int8	TRUE	TRUE		
proton	string	text	col_string string	TRUE	TRUE		
proton	tuple	string	col_tuple tuple	TRUE	TRUE		
proton	uint16	integer	col_uint16 uint16	TRUE	TRUE		
proton	uint32	bigint	col_uint32 uint32	TRUE	TRUE		
proton	uint64	decimal(28,0)	col_uint64 uint64	TRUE	TRUE		
proton	uint8	integer	col_uint8 uint8	TRUE	TRUE		
proton	json	json	col_json json	FALSE	FALSE		
proton	map	json	col_map json	FALSE	FALSE		
proton	lowcardinality	string	col_lowcardinality json	FALSE	FALSE		
proton	enum8	string	col_enum8 json	FALSE	FALSE		
proton	ipv6	string	col_enum8 json	FALSE	FALSE		
redshift	bigint	bigint	col_bigint bigint	TRUE	TRUE	signed eight-byte integer	
redshift	boolean	bool	col_boolean boolean	TRUE	FALSE	logical boolean (true/false)	
redshift	bool	bool	col_bool bool	TRUE	FALSE	logical boolean (true/false)	
redshift	char	string	col_char char(17)	TRUE	TRUE	fixed-length character string	
redshift	bpchar	string		FALSE	TRUE	fixed-length character string	
redshift	character	string	col_character character(17)	TRUE	TRUE	fixed-length character string	
redshift	character varying	text	col_character_varying character varying	TRUE	TRUE	variable-length character string	
redshift	date	date	col_date date	TRUE	TRUE	calendar date (year, month, day)	
redshift	decimal	decimal	col_decimal decimal	TRUE	TRUE	exact numeric of selectable precision	
redshift	double precision	float	col_double_precision double precision	TRUE	TRUE	double precision floating-point number	
redshift	integer	integer	col_integer integer	TRUE	TRUE	signed four-byte integer	
redshift	real	float	col_real real	TRUE	TRUE	single precision floating-point number	
redshift	smallint	smallint	col_smallint smallint	TRUE	TRUE	signed two-byte integer	
redshift	timestamp	timestamp	col_timestamp timestamp	TRUE	TRUE	date and time (without time zone)	
redshift	timestamp without time zone	timestamp	col_timestamp_without_time_zone timestamp without time zone	TRUE	TRUE	date and time (without time zone)	
redshift	timestamptz	timestampz	col_timestamptz timestamptz	TRUE	TRUE	date and time (with time zone)	
redshift	timestamp with time zone	timestampz	col_timestamp_with_time_zone timestamp with time zone	TRUE	TRUE	date and time (with time zone)	
redshift	int2	smallint	col_int2 int2	TRUE	TRUE	signed four-byte integer	
redshift	int4	integer	col_int4 int4	TRUE	TRUE	signed four-byte integer	
redshift	int8	bigint	col_int8 int8	TRUE	TRUE	signed eight-byte integer	
redshift	float	float	col_float float	TRUE	TRUE	eigth-byte float	
redshift	float4	float	col_float4 float4	TRUE	TRUE	four-byte float	
redshift	float8	float	col_float8 float8	TRUE	TRUE	eigth-byte float	
redshift	numeric	decimal	col_numeric numeric	TRUE	TRUE	exact numeric of selectable precision	
redshift	varchar	text	col_varchar varchar	TRUE	TRUE	variable-length character string with a user-defined limit	
redshift	name	string		FALSE	FALSE		
redshift	text	text		FALSE	FALSE		
redshift	bytea	binary	col_bytea bytea	TRUE	FALSE	binary data (byte array)	
snowflake	array	json	col_array array	FALSE	FALSE		
snowflake	bigint	bigint	col_bigint bigint	TRUE	TRUE	Synonymous with NUMBER except precision and scale cannot be specified.	
snowflake	binary	binary	col_binary binary(100)	FALSE	FALSE		
snowflake	boolean	bool	col_boolean boolean	TRUE	TRUE	Currently only supported for accounts provisioned after January 25, 2016.	
snowflake	char	string	col_char char(17)	TRUE	TRUE	Synonymous with VARCHAR except default length is VARCHAR(1).	
snowflake	character	string	col_character character(17)	TRUE	TRUE	Synonymous with VARCHAR except default length is VARCHAR(1).	
snowflake	date	date	col_date date	TRUE	TRUE		
snowflake	datetime	timestamp	col_datetime datetime	TRUE	TRUE	Alias for TIMESTAMP_NTZ	
snowflake	decimal	decimal	col_decimal decimal	TRUE	TRUE	Synonymous with NUMBER.	
snowflake	double	float	col_double double	TRUE	TRUE	Synonymous with FLOAT.	
snowflake	double precision	float	col_double_precision double precision	TRUE	TRUE	Synonymous with FLOAT.	
snowflake	fixed	decimal		FALSE	FALSE		
snowflake	float	float	col_float float	TRUE	TRUE		
snowflake	float4	float	col_float4 float4	TRUE	TRUE		
snowflake	float8	float	col_float8 float8	TRUE	TRUE		
snowflake	int	integer	col_int int	TRUE	TRUE	Synonymous with NUMBER except precision and scale cannot be specified.	
snowflake	integer	integer	col_integer integer	TRUE	TRUE	Synonymous with NUMBER except precision and scale cannot be specified.	
snowflake	number	decimal	col_number number	TRUE	TRUE	Default precision and scale are (38,0).	
snowflake	numeric	decimal	col_numeric numeric	TRUE	TRUE	Synonymous with NUMBER.	
snowflake	object	json	col_object object	FALSE	FALSE		
snowflake	real	float	col_real real	TRUE	TRUE	Synonymous with FLOAT.	
snowflake	smallint	smallint	col_smallint smallint	TRUE	TRUE	Synonymous with NUMBER except precision and scale cannot be specified.	
snowflake	string	text	col_string string	TRUE	TRUE	Synonymous with VARCHAR.	
snowflake	text	text	col_text text	TRUE	TRUE	Synonymous with VARCHAR.	
snowflake	time	time	col_time time	TRUE	TRUE		
snowflake	timestamp	timestamp	col_timestamp timestamp	TRUE	TRUE	Alias for one of the TIMESTAMP variations (TIMESTAMP_NTZ by default).	
snowflake	timestamp_ltz	timestampz	col_timestamp_ltz timestamp_ltz	TRUE	TRUE	TIMESTAMP with local time zone; time zone, if provided, is not stored.	
snowflake	timestamp_ntz	timestamp	col_timestamp_ntz timestamp_ntz	TRUE	TRUE	TIMESTAMP with no time zone; time zone, if provided, is not stored.	
snowflake	timestamp_tz	timestampz	col_timestamp_tz timestamp_tz	TRUE	TRUE	TIMESTAMP with time zone.	
snowflake	varbinary	binary	col_varbinary varbinary(100)	FALSE	FALSE	Synonymous with BINARY.	
snowflake	varchar	text	col_varchar varchar(100)	TRUE	TRUE	Default (and maximum) is 16,777,216 bytes.	
snowflake	variant	json	col_variant variant	FALSE	FALSE		
sqlite	blob	text	col_blob blob	TRUE	TRUE		
sqlite	varchar	text	col_varchar varchar	TRUE	TRUE		
sqlite	bigint	bigint	col_bigint bigint	TRUE	TRUE		
sqlite	integer	bigint	col_integer integer	TRUE	TRUE		
sqlite	null	text	col_null null	TRUE	TRUE		
sqlite	real	decimal	col_real real	TRUE	TRUE		
sqlite	numeric	decimal	col_numeric numeric	TRUE	TRUE		
sqlite	decimal	decimal	col_decimal decimal	TRUE	TRUE		
sqlite	int	integer	col_int int	TRUE	TRUE		
sqlite	num	integer	col_num num	TRUE	TRUE		
sqlite	date	date	col_date date	TRUE	TRUE		
sqlite	datetime	datetime	col_datetime datetime	TRUE	TRUE		
sqlite	text	text	col_text text	TRUE	TRUE		
sqlite	json	json	col_json json	TRUE	TRUE		
sqlite	bytea	binary	col_bytea bytea	TRUE	TRUE		
sqlite	boolean	bool	col_boolean boolean	TRUE	TRUE		
sqlite	float	float	col_float float	TRUE	TRUE		
d1	blob	text	col_blob blob	TRUE	TRUE		
d1	varchar	text	col_varchar varchar	TRUE	TRUE		
d1	bigint	bigint	col_bigint bigint	TRUE	TRUE		
d1	integer	bigint	col_integer integer	TRUE	TRUE		
d1	null	text	col_null null	TRUE	TRUE		
d1	real	decimal	col_real real	TRUE	TRUE		
d1	numeric	decimal	col_numeric numeric	TRUE	TRUE		
d1	decimal	decimal	col_decimal decimal	TRUE	TRUE		
d1	int	integer	col_int int	TRUE	TRUE		
d1	num	integer	col_num num	TRUE	TRUE		
d1	date	date	col_date date	TRUE	TRUE		
d1	datetime	datetime	col_datetime datetime	TRUE	TRUE		
d1	text	text	col_text text	TRUE	TRUE		
d1	json	json	col_json json	TRUE	TRUE		
d1	bytea	binary	col_bytea bytea	TRUE	TRUE		
d1	boolean	bool	col_boolean boolean	TRUE	TRUE		
d1	float	float	col_float float	TRUE	TRUE		
sqlserver	bigint	bigint	col_bigint bigint	TRUE	TRUE		
sqlserver	binary	binary	col_binary binary(100)	TRUE	FALSE		
sqlserver	uniqueidentifier	uuid	col_uniqueidentifier uniqueidentifier	TRUE	FALSE		
sqlserver	bit	smallint	col_bit bit	FALSE	FALSE		
sqlserver	char	string	col_char char(17)	TRUE	TRUE		
sqlserver	date	date	col_date date	TRUE	TRUE		
sqlserver	datetime	datetime	col_datetime datetime	TRUE	TRUE		
sqlserver	datetime2	datetime	col_datetime2 datetime2	TRUE	TRUE		
sqlserver	datetimeoffset	timestampz	col_datetimeoffset datetimeoffset	FALSE	FALSE		
sqlserver	decimal	decimal	col_decimal decimal	TRUE	TRUE		
sqlserver	float	float	col_float float	TRUE	TRUE		
sqlserver	image	binary	col_image image	FALSE	FALSE		
sqlserver	int	integer	col_int int	TRUE	TRUE		
sqlserver	money	decimal	col_money money	TRUE	TRUE		
sqlserver	nchar	text	col_nchar nchar(17)	TRUE	TRUE		
sqlserver	ntext	text	col_ntext ntext	TRUE	TRUE		
sqlserver	numeric	decimal	col_numeric numeric	TRUE	TRUE		
sqlserver	nvarchar	text	col_nvarchar nvarchar(100)	TRUE	TRUE		
sqlserver	real	float	col_real real	TRUE	TRUE		
sqlserver	smalldatetime	datetime	col_smalldatetime smalldatetime	TRUE	TRUE		
sqlserver	smallint	smallint	col_smallint smallint	TRUE	TRUE		
sqlserver	smallmoney	decimal	col_smallmoney smallmoney	TRUE	TRUE		
sqlserver	text	text	col_text text	TRUE	TRUE		
sqlserver	time	time	col_time time	TRUE	TRUE		
sqlserver	timestamp	binary	col_timestamp timestamp	TRUE	TRUE		
sqlserver	tinyint	smallint	col_tinyint tinyint	TRUE	TRUE		
sqlserver	varbinary	binary	col_varbinary varbinary(100)	TRUE	FALSE		
sqlserver	varchar	text	col_varchar varchar(100)	TRUE	TRUE		
starrocks	bigint	bigint	col_bigint bigint	TRUE	TRUE	A large integer	
starrocks	binary	binary	col_binary binary(100)	TRUE	TRUE	A fixed-length binary string	
starrocks	bit	smallint	col_bit bit	FALSE	FALSE	A bit field	
starrocks	blob	text	col_blob blob	TRUE	TRUE	A small BLOB	
starrocks	char	string	col_char char(17)	TRUE	TRUE	A fixed-length nonbinary (character) string	
starrocks	date	date	col_date date	TRUE	TRUE	A date value in CCYY-MM-DD format	
starrocks	datetime	datetime	col_datetime datetime	TRUE	TRUE	A date and time value inCCYY-MM-DD hh:mm:ssformat	
starrocks	decimal	decimal	col_decimal decimal	TRUE	TRUE	A fixed-point number	
starrocks	double	float	col_double double	TRUE	TRUE	A double-precision floating point number	
starrocks	enum	string	col_enum enum ('value1','value2','value3')	FALSE	FALSE	An enumeration; each column value may be assigned one enumeration member	
starrocks	float	float	col_float float	TRUE	TRUE	A single-precision floating point number	
starrocks	geometry	string	col_geometry geometry	FALSE	FALSE	A spatial value of any type	
starrocks	geometrycollection	string	col_geometrycollection geometrycollection	FALSE	FALSE	A collection of GEOMETRYvalues	
starrocks	geomcollection	string		FALSE	FALSE		
starrocks	int	integer	col_int int	TRUE	TRUE	A standard integer	
starrocks	json	json	col_json json	TRUE	TRUE	JSON Data Type	
starrocks	linestring	string	col_linestring linestring	FALSE	FALSE	A curve (one or more POINT values)	
starrocks	longblob	text	col_longblob longblob	TRUE	TRUE	A large BLOB	
starrocks	longtext	text	col_longtext longtext	TRUE	TRUE	A large non-binary string	
starrocks	mediumblob	text	col_mediumblob mediumblob	TRUE	TRUE	A medium-sized BLOB	
starrocks	mediumint	integer	col_mediumint mediumint	TRUE	TRUE	A medium-sized integer	
starrocks	mediumtext	text	col_mediumtext mediumtext	TRUE	TRUE	A medium-sized non-binary string	
starrocks	multilinestring	string	col_multilinestring multilinestring	FALSE	FALSE	A collection of LINESTRINGvalues	
starrocks	multipoint	string	col_multipoint multipoint	FALSE	FALSE	A collection of POINTvalues	
starrocks	multipolygon	string	col_multipolygon multipolygon	FALSE	FALSE	A collection of POLYGONvalues	
starrocks	point	string	col_point point	FALSE	FALSE	A point (a pair of X-Y coordinates)	
starrocks	polygon	string	col_polygon polygon	FALSE	FALSE	A polygon	
starrocks	set	string	col_set set('one', 'two')	FALSE	FALSE	A set; each column value may be assigned zero or more SET members	
starrocks	smallint	smallint	col_smallint smallint	TRUE	TRUE	A small integer	
starrocks	string	text	col_string string	TRUE	TRUE	A small non-binary string	
starrocks	text	text	col_text text	TRUE	TRUE	A small non-binary string	
starrocks	time	time	col_time time	TRUE	TRUE	A time value in hh:mm:ss format	
starrocks	timestamp	timestamp	col_timestamp timestamp	TRUE	TRUE	A timestamp value in CCYY-MM-DD hh:mm:ss format	
starrocks	tinyblob	text	col_tinyblob tinyblob	TRUE	TRUE	A very small BLOB (binary large object)	
starrocks	tinyint	smallint	col_tinyint tinyint	TRUE	TRUE	A very small integer	
starrocks	tinytext	text	col_tinytext tinytext	TRUE	TRUE	A very small non-binary string	
starrocks	varbinary	binary	col_varbinary varbinary(100)	TRUE	FALSE	A variable-length binary string	
starrocks	varchar	text	col_varchar varchar(100)	TRUE	TRUE	A variable-length non-binary string	
starrocks	year	string	col_year year	FALSE	FALSE	A year value in CCYY or YY format	
trino	bigint	bigint					
trino	varbinary	binary					
trino	boolean	bool					
trino	date	date					
trino	timestamp	datetime					
trino	decimal	decimal					
trino	integer	integer					
trino	json	json					
trino	smallint	smallint					
trino	varchar	string					
trino	text	text					
trino	unknown	text					
trino	timestamp	timestamp					
trino	timestamp with time zone	timestampz					
trino	double	float					
trino	varchar	time					
trino	varchar	timez					
iceberg	boolean	bool	col_boolean boolean	TRUE	TRUE	Boolean type	
iceberg	int	integer	col_int int	TRUE	TRUE	32-bit signed integer	
iceberg	int32	integer	col_int32 int32	TRUE	TRUE	32-bit signed integer	
iceberg	long	bigint	col_long long	TRUE	TRUE	64-bit signed integer	
iceberg	int64	bigint	col_int64 int64	TRUE	TRUE	64-bit signed integer	
iceberg	float	float	col_float float	TRUE	TRUE	32-bit floating point	
iceberg	float32	float	col_float32 float32	TRUE	TRUE	32-bit floating point	
iceberg	double	float	col_double double	TRUE	TRUE	64-bit floating point	
iceberg	float64	float	col_float64 float64	TRUE	TRUE	64-bit floating point	
iceberg	decimal	decimal	col_decimal decimal	TRUE	TRUE	Fixed-point decimal	
iceberg	date	date	col_date date	TRUE	TRUE	Date type	
iceberg	timestamp	timestamp	col_timestamp timestamp	TRUE	TRUE	Timestamp without timezone	
iceberg	timestamptz	timestampz	col_timestamptz timestamptz	TRUE	TRUE	Timestamp with timezone	
iceberg	timestamp_ns	timestamp	col_timestamp_ns timestamp_ns	TRUE	TRUE	Timestamp in nanoseconds	
iceberg	timestamptz_ns	timestampz	col_timestamptz_ns timestamptz_ns	TRUE	TRUE	Timestamp with timezone in nanoseconds	
iceberg	time	time	col_time time	TRUE	TRUE	Time type	
iceberg	string	text	col_string string	TRUE	TRUE	UTF-8 string	
iceberg	uuid	uuid	col_uuid uuid	TRUE	TRUE	UUID type	
iceberg	binary	binary	col_binary binary	TRUE	TRUE	Binary data	
iceberg	fixed	binary	col_fixed fixed	TRUE	TRUE	Fixed-length binary	
iceberg	struct	json	col_struct struct	FALSE	FALSE	Structured data	
iceberg	list	json	col_list list	FALSE	FALSE	List/array type	
iceberg	map	json	col_map map	FALSE	FALSE	Map type	